"","X","doc.text","State","PolsWhoOppose","Current","Count","Congress","Name","SenatorsOppose","RepsOppose","GovsOppose"
"293",293,"Mike Kelly (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Mike Kelly ",0,1,0
"294",294,"Steve King (R-Iowa)[60][61]","Iowa",1,"Current","Count","Congress","Steve King ",0,1,0
"295",295,"Peter King (R-New York)[60][61]","New York",1,"Current","Count","Congress","Peter King ",0,1,0
"296",296,"Jack Kingston (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Jack Kingston ",0,1,0
"297",297,"Adam Kinzinger (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Adam Kinzinger ",0,1,0
"298",298,"John Kline (R-Minnesota)[60][61]","Minnesota",1,"Current","Count","Congress","John Kline ",0,1,0
"299",299,"Raúl Labrador (R-Idaho)[60][61]","Idaho",1,"Current","Count","Congress","Raúl Labrador ",0,1,0
"300",300,"Doug Lamborn (R-Colorado)[60][61]","Colorado",1,"Current","Count","Congress","Doug Lamborn ",0,1,0
"301",301,"Doug LaMalfa (R-California)[118]","California",1,"Current","Count","Congress","Doug LaMalfa ",0,1,0
"302",302,"Leonard Lance (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Leonard Lance ",0,1,0
"303",303,"James Lankford (R-Oklahoma)[60][61]","Oklahoma",1,"Current","Count","Congress","James Lankford ",0,1,0
"304",304,"Tom Latham (R-Iowa)[60][61]","Iowa",1,"Current","Count","Congress","Tom Latham ",0,1,0
"305",305,"Robert Latta (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Robert Latta ",0,1,0
"306",306,"Dan Lipinski (D-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Dan Lipinski ",0,1,0
"307",307,"Frank LoBiondo (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Frank LoBiondo ",0,1,0
"308",308,"Billy Long (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Billy Long ",0,1,0
"309",309,"Frank Lucas (R-Oklahoma)[60][61]","Oklahoma",1,"Current","Count","Congress","Frank Lucas ",0,1,0
"310",310,"Blaine Luetkemeyer (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Blaine Luetkemeyer ",0,1,0
"311",311,"Cynthia Lummis (R-Wyoming)[61]","Wyoming",1,"Current","Count","Congress","Cynthia Lummis ",0,1,0
"312",312,"Jim Matheson (D-Utah)[60][61]","Utah",1,"Current","Count","Congress","Jim Matheson ",0,1,0
"313",313,"Kenny Marchant (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Kenny Marchant ",0,1,0
"314",314,"Thomas Marino (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Thomas Marino ",0,1,0
"315",315,"Thomas Massie (R-Kentucky)[119]","Kentucky",1,"Current","Count","Congress","Thomas Massie ",0,1,0
"316",316,"Mark Meadows (R-North Carolina)[120]","North Carolina",1,"Current","Count","Congress","Mark Meadows ",0,1,0
"317",317,"Vance McAllister (R-Louisiana)[121]","Louisiana",1,"Current","Count","Congress","Vance McAllister ",0,1,0
"318",318,"Michael McCaul (R-Texas)[61]","Texas",1,"Current","Count","Congress","Michael McCaul ",0,1,0
"319",319,"Tom McClintock (R-California)[60][61]","California",1,"Current","Count","Congress","Tom McClintock ",0,1,0
"320",320,"Patrick McHenry (R-North Carolina)[60][61]","North Carolina",1,"Current","Count","Congress","Patrick McHenry ",0,1,0
"321",321,"Mike McIntyre (D-North Carolina)[60][61]","North Carolina",1,"Current","Count","Congress","Mike McIntyre ",0,1,0
"322",322,"Howard McKeon (R-California)[60][61]","California",1,"Current","Count","Congress","Howard McKeon ",0,1,0
"323",323,"David McKinley (R-West Virginia)[60][61]","West Virginia",1,"Current","Count","Congress","David McKinley ",0,1,0
"324",324,"Cathy McMorris Rodgers (R-Washington)[60][61]","Washington",1,"Current","Count","Congress","Cathy McMorris Rodgers ",0,1,0
"325",325,"Pat Meehan (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Pat Meehan ",0,1,0
"326",326,"Luke Messer (R-Indiana)[122]","Indiana",1,"Current","Count","Congress","Luke Messer ",0,1,0
"327",327,"John Mica (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","John Mica ",0,1,0
"328",328,"Jeff Miller (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Jeff Miller ",0,1,0
"329",329,"Gary Miller (R-California)[60][61]","California",1,"Current","Count","Congress","Gary Miller ",0,1,0
"330",330,"Candice Miller (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Candice Miller ",0,1,0
"331",331,"Markwayne Mullin (R-Oklahoma)[123]","Oklahoma",1,"Current","Count","Congress","Markwayne Mullin ",0,1,0
"332",332,"Mick Mulvaney (R-South Carolina)[60][61]","South Carolina",1,"Current","Count","Congress","Mick Mulvaney ",0,1,0
"333",333,"Tim Murphy (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Tim Murphy ",0,1,0
"334",334,"Randy Neugebauer (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Randy Neugebauer ",0,1,0
"335",335,"Kristi Noem (R-South Dakota)[60][61]","South Dakota",1,"Current","Count","Congress","Kristi Noem ",0,1,0
"336",336,"Richard Nugent (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Richard Nugent ",0,1,0
"337",337,"Devin Nunes (R-California)[60][61]","California",1,"Current","Count","Congress","Devin Nunes ",0,1,0
"338",338,"Alan Nunnelee (R-Mississippi)[60][61]","Mississippi",1,"Current","Count","Congress","Alan Nunnelee ",0,1,0
"339",339,"Pete Olson (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Pete Olson ",0,1,0
"340",340,"Steven Palazzo (R-Mississippi)[60][61]","Mississippi",1,"Current","Count","Congress","Steven Palazzo ",0,1,0
"341",341,"Erik Paulsen (R-Minnesota)[60][61]","Minnesota",1,"Current","Count","Congress","Erik Paulsen ",0,1,0
"342",342,"Stevan Pearce (R-New Mexico)[60][61]","New Mexico",1,"Current","Count","Congress","Stevan Pearce ",0,1,0
"343",343,"Scott Perry (R-Pennsylvania)[124]","Pennsylvania",1,"Current","Count","Congress","Scott Perry ",0,1,0
"344",344,"Tom Petri (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Tom Petri ",0,1,0
"345",345,"Robert Pittenger (R-North Carolina)[125]","North Carolina",1,"Current","Count","Congress","Robert Pittenger ",0,1,0
"346",346,"Joseph Pitts (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Joseph Pitts ",0,1,0
"347",347,"Ted Poe (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Ted Poe ",0,1,0
"348",348,"Mike Pompeo (R-Kansas)[60][61]","Kansas",1,"Current","Count","Congress","Mike Pompeo ",0,1,0
"349",349,"Bill Posey (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Bill Posey ",0,1,0
"350",350,"Tom Price (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Tom Price ",0,1,0
"351",351,"Nick Rahall (D-West Virginia)[60][61]","West Virginia",1,"Current","Count","Congress","Nick Rahall ",0,1,0
"352",352,"Tom Reed (R-New York)[60][61]","New York",1,"Current","Count","Congress","Tom Reed ",0,1,0
"353",353,"David Reichert (R-Washington)[61]","Washington",1,"Current","Count","Congress","David Reichert ",0,1,0
"354",354,"Jim Renacci (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Jim Renacci ",0,1,0
"355",355,"Reid Ribble (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Reid Ribble ",0,1,0
"356",356,"Tom Rice (R-South Carolina)[126]","South Carolina",1,"Current","Count","Congress","Tom Rice ",0,1,0
"357",357,"Scott Rigell (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Scott Rigell ",0,1,0
"358",358,"Martha Roby (R-Alabama)[60][61]","Alabama",1,"Current","Count","Congress","Martha Roby ",0,1,0
"359",359,"Phil Roe (R-Tennessee)[60][61]","Tennessee",1,"Current","Count","Congress","Phil Roe ",0,1,0
"360",360,"Michael Rogers (R-Alabama)[60][61]","Alabama",1,"Current","Count","Congress","Michael Rogers ",0,1,0
"361",361,"Michael Rogers (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Michael Rogers ",0,1,0
"362",362,"Harold Rogers (R-Kentucky)[60][61]","Kentucky",1,"Current","Count","Congress","Harold Rogers ",0,1,0
"363",363,"Dana Rohrabacher (R-California)[60][61]","California",1,"Current","Count","Congress","Dana Rohrabacher ",0,1,0
"364",364,"Todd Rokita (R-Indiana)[60][61]","Indiana",1,"Current","Count","Congress","Todd Rokita ",0,1,0
"365",365,"Thomas Rooney (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Thomas Rooney ",0,1,0
"366",366,"Peter Roskam (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Peter Roskam ",0,1,0
"367",367,"Dennis Ross (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Dennis Ross ",0,1,0
"368",368,"Keith Rothfus (R-Pennsylvania)[127]","Pennsylvania",1,"Current","Count","Congress","Keith Rothfus ",0,1,0
"369",369,"Edward Royce (R-California)[60][61]","California",1,"Current","Count","Congress","Edward Royce ",0,1,0
"370",370,"Jon Runyan (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Jon Runyan ",0,1,0
"371",371,"Paul Ryan (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Paul Ryan ",0,1,0
"372",372,"Matt Salmon (R-Arizona)[128]","Arizona",1,"Current","Count","Congress","Matt Salmon ",0,1,0
"373",373,"Mark Sanford (R-South Carolina)[129]","South Carolina",1,"Current","Count","Congress","Mark Sanford ",0,1,0
"374",374,"Aaron Schock (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Aaron Schock ",0,1,0
"375",375,"David Schweikert (R-Arizona)[60][61]","Arizona",1,"Current","Count","Congress","David Schweikert ",0,1,0
"376",376,"Austin Scott (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Austin Scott ",0,1,0
"377",377,"James Sensenbrenner (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","James Sensenbrenner ",0,1,0
"378",378,"Pete Sessions (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Pete Sessions ",0,1,0
"379",379,"John Shimkus (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","John Shimkus ",0,1,0
"380",380,"Bill Shuster (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Bill Shuster ",0,1,0
"381",381,"Michael Simpson (R-Idaho)[60][61]","Idaho",1,"Current","Count","Congress","Michael Simpson ",0,1,0
"382",382,"Jason Smith (R-Missouri)[130]","Missouri",1,"Current","Count","Congress","Jason Smith ",0,1,0
"383",383,"Lamar Smith (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Lamar Smith ",0,1,0
"384",384,"Christopher Smith (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Christopher Smith ",0,1,0
"385",385,"Steve Southerland (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Steve Southerland ",0,1,0
"386",386,"Steve Stivers (R-Ohio)[60]","Ohio",1,"Current","Count","Congress","Steve Stivers ",0,1,0
"387",387,"Chris Stewart (R-Utah)[103]","Utah",1,"Current","Count","Congress","Chris Stewart ",0,1,0
"388",388,"Marlin Stutzman (R-Indiana)[60][61]","Indiana",1,"Current","Count","Congress","Marlin Stutzman ",0,1,0
"389",389,"Lee Terry (R-Nebraska)[61]","Nebraska",1,"Current","Count","Congress","Lee Terry ",0,1,0
"390",390,"Glenn Thompson (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Glenn Thompson ",0,1,0
"391",391,"Mac Thornberry (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Mac Thornberry ",0,1,0
"392",392,"Patrick Tiberi (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Patrick Tiberi ",0,1,0
"393",393,"Scott Tipton (R-Colorado)[60][61]","Colorado",1,"Current","Count","Congress","Scott Tipton ",0,1,0
"394",394,"Michael Turner (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Michael Turner ",0,1,0
"395",395,"Frederick Upton (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Frederick Upton ",0,1,0
"396",396,"Filemon Vela, Jr. (D-Texas)[131]","Texas",1,"Current","Count","Congress","Filemon Vela, Jr. ",0,1,0
"397",397,"Ann Wagner (R-Missouri)[132]","Missouri",1,"Current","Count","Congress","Ann Wagner ",0,1,0
"398",398,"Timothy Walberg (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Timothy Walberg ",0,1,0
"399",399,"Greg Walden (R-Oregon)[60][61]","Oregon",1,"Current","Count","Congress","Greg Walden ",0,1,0
"400",400,"Jackie Walorski (R-Indiana)[133]","Indiana",1,"Current","Count","Congress","Jackie Walorski ",0,1,0
"401",401,"Randy Weber (R-Texas)[134]","Texas",1,"Current","Count","Congress","Randy Weber ",0,1,0
"402",402,"Daniel Webster (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Daniel Webster ",0,1,0
"403",403,"Lynn Westmoreland (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Lynn Westmoreland ",0,1,0
"404",404,"Brad Wenstrup (R-Ohio)[135]","Ohio",1,"Current","Count","Congress","Brad Wenstrup ",0,1,0
"405",405,"Edward Whitfield (R-Kentucky)[60][61]","Kentucky",1,"Current","Count","Congress","Edward Whitfield ",0,1,0
"406",406,"Roger Williams (R-Texas)[136]","Texas",1,"Current","Count","Congress","Roger Williams ",0,1,0
"407",407,"Joe Wilson (R-South Carolina)[60][61]","South Carolina",1,"Current","Count","Congress","Joe Wilson ",0,1,0
"408",408,"Rob Wittman (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Rob Wittman ",0,1,0
"409",409,"Frank Wolf (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Frank Wolf ",0,1,0
"410",410,"Steve Womack (R-Arkansas)[60][61]","Arkansas",1,"Current","Count","Congress","Steve Womack ",0,1,0
"411",411,"Rob Woodall (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Rob Woodall ",0,1,0
"412",412,"Kevin Yoder (R-Kansas)[60][61]","Kansas",1,"Current","Count","Congress","Kevin Yoder ",0,1,0
"413",413,"Ted Yoho (R-Florida)[137]","Florida",1,"Current","Count","Congress","Ted Yoho ",0,1,0
"414",414,"Don Young (R-Alaska)[60][61]","Alaska",1,"Current","Count","Congress","Don Young ",0,1,0
"556",556,"Mike Beebe[156] (D-Arkansas)","Arkansas",1,"Current","Count",NA,"Mike Beebe",0,0,1
"557",557,"Robert Bentley[157] (R-Alabama)","Alabama",1,"Current","Count",NA,"Robert Bentley",0,0,1
"558",558,"Terry Branstad1[158][159] (R-Iowa)","Iowa",1,"Current","Count",NA,"Terry Branstad1",0,0,1
"559",559,"Phil Bryant[160] (R-Mississippi)","Mississippi",1,"Current","Count",NA,"Phil Bryant",0,0,1
"560",560,"Jan Brewer1[161] (R-Arizona)","Arizona",1,"Current","Count",NA,"Jan Brewer1",0,0,1
"561",561,"Sam Brownback[83] (R-Kansas)","Kansas",1,"Current","Count",NA,"Sam Brownback",0,0,1
"562",562,"Eddie Calvo[162] (R-Guam)",NA,1,"Current","Count",NA,"Eddie Calvo",0,0,1
"563",563,"Chris Christie1[163][164] (R-New Jersey)","New Jersey",1,"Current","Count",NA,"Chris Christie1",0,0,1
"564",564,"Tom Corbett1[165] (R-Pennsylvania)","Pennsylvania",1,"Current","Count",NA,"Tom Corbett1",0,0,1
"565",565,"Dennis Daugaard[166] (R-South Dakota)","South Dakota",1,"Current","Count",NA,"Dennis Daugaard",0,0,1
"566",566,"Nathan Deal[167] (R-Georgia)","Georgia",1,"Current","Count",NA,"Nathan Deal",0,0,1
"567",567,"Mary Fallin1[168] (R-Oklahoma)","Oklahoma",1,"Current","Count",NA,"Mary Fallin1",0,0,1
"568",568,"Alejandro García Padilla[169] (PD/D-Puerto Rico)",NA,1,"Current","Count",NA,"Alejandro García Padilla",0,0,1
"569",569,"Nikki Haley[170] (R-South Carolina)","South Carolina",1,"Current","Count",NA,"Nikki Haley",0,0,1
"570",570,"Bill Haslam[171] (R-Tennessee)","Tennessee",1,"Current","Count",NA,"Bill Haslam",0,0,1
"571",571,"Dave Heineman[172] (R-Nebraska)","Nebraska",1,"Current","Count",NA,"Dave Heineman",0,0,1
"572",572,"Gary Herbert1[173] (R-Utah)","Utah",1,"Current","Count",NA,"Gary Herbert1",0,0,1
"573",573,"Bobby Jindal[174] (R-Louisiana)","Louisiana",1,"Current","Count",NA,"Bobby Jindal",0,0,1
"574",574,"John Kasich[175] (R-Ohio)","Ohio",1,"Current","Count",NA,"John Kasich",0,0,1
"575",575,"Paul LePage[176] (R-Maine)","Maine",1,"Current","Count",NA,"Paul LePage",0,0,1
"576",576,"Susana Martínez1[177] (R-New Mexico)","New Mexico",1,"Current","Count",NA,"Susana Martínez1",0,0,1
"577",577,"Pat McCrory1[178] (R-North Carolina)","North Carolina",1,"Current","Count",NA,"Pat McCrory1",0,0,1
"578",578,"Matt Mead1[179] (R-Wyoming)","Wyoming",1,"Current","Count",NA,"Matt Mead1",0,0,1
"579",579,"Butch Otter1[149] (R-Idaho)","Idaho",1,"Current","Count",NA,"Butch Otter1",0,0,1
"580",580,"Sean Parnell[180] (R-Alaska)","Alaska",1,"Current","Count",NA,"Sean Parnell",0,0,1
"581",581,"Mike Pence1[181] (R-Indiana)","Indiana",1,"Current","Count",NA,"Mike Pence1",0,0,1
"582",582,"Rick Perry[182] (R-Texas)","Texas",1,"Current","Count",NA,"Rick Perry",0,0,1
"583",583,"Brian Sandoval1[183] (R-Nevada)","Nevada",1,"Current","Count",NA,"Brian Sandoval1",0,0,1
"584",584,"Rick Scott[184] (R-Florida)","Florida",1,"Current","Count",NA,"Rick Scott",0,0,1
"585",585,"Rick Snyder[185] (R-Michigan)","Michigan",1,"Current","Count",NA,"Rick Snyder",0,0,1
"586",586,"Scott Walker[186] (R-Wisconsin)","Wisconsin",1,"Current","Count",NA,"Scott Walker",0,0,1
